  1.48736624   0.78539816
  1.40334825   0.88357293
  1.40334825   0.68722339
  1.31811607   0.78539816
  1.31811607   0.98174770
  1.23095942   1.07992247
  1.23095942   0.88357293
  1.14102090   0.98174770
  1.31811607   0.58904862
  1.23095942   0.68722339
  1.23095942   0.49087385
  1.14102090   0.58904862
  1.14102090   0.78539816
  1.04719755   0.88357293
  1.04719755   0.68722339
  0.94796974   0.78539816
  1.14102090   1.17809725
  1.04719755   1.27627202
  1.04719755   1.07992247
  0.94796974   1.17809725
  0.94796974   1.37444679
  0.84106867   1.47262156
  0.84106867   1.27627202
  0.73057374   1.45859659
  0.94796974   0.98174770
  0.84106867   1.07992247
  0.84106867   0.88357293
  0.73057374   1.00979764
  0.73057374   1.23419711
  0.62236849   1.43989663
  0.62236849   1.17809725
  0.51601639   1.41371669
  1.14102090   0.39269908
  1.04719755   0.49087385
  1.04719755   0.29452431
  0.94796974   0.39269908
  0.94796974   0.58904862
  0.84106867   0.68722339
  0.84106867   0.49087385
  0.73057374   0.56099869
  0.94796974   0.19634954
  0.84106867   0.29452431
  0.84106867   0.09817477
  0.73057374   0.11219974
  0.73057374   0.33659921
  0.62236849   0.39269908
  0.62236849   0.13089969
  0.51601639   0.15707963
  0.73057374   0.78539816
  0.62236849   0.91629786
  0.62236849   0.65449847
  0.51601639   0.78539816
  0.51601639   1.09955743
  0.41113786   1.37444679
  0.41113786   0.98174770
  0.30739505   1.30899694
  0.51601639   0.47123890
  0.41113786   0.58904862
  0.41113786   0.19634954
  0.30739505   0.26179939
  0.30739505   0.78539816
  0.20448020   1.17809725
  0.20448020   0.39269908
  0.10210642   0.78539816
  1.48736624   2.35619449
  1.40334825   2.45436926
  1.40334825   2.25801972
  1.31811607   2.35619449
  1.31811607   2.55254403
  1.23095942   2.65071880
  1.23095942   2.45436926
  1.14102090   2.55254403
  1.31811607   2.15984495
  1.23095942   2.25801972
  1.23095942   2.06167018
  1.14102090   2.15984495
  1.14102090   2.35619449
  1.04719755   2.45436926
  1.04719755   2.25801972
  0.94796974   2.35619449
  1.14102090   2.74889357
  1.04719755   2.84706834
  1.04719755   2.65071880
  0.94796974   2.74889357
  0.94796974   2.94524311
  0.84106867   3.04341788
  0.84106867   2.84706834
  0.73057374   3.02939292
  0.94796974   2.55254403
  0.84106867   2.65071880
  0.84106867   2.45436926
  0.73057374   2.58059397
  0.73057374   2.80499344
  0.62236849   3.01069296
  0.62236849   2.74889357
  0.51601639   2.98451302
  1.14102090   1.96349541
  1.04719755   2.06167018
  1.04719755   1.86532064
  0.94796974   1.96349541
  0.94796974   2.15984495
  0.84106867   2.25801972
  0.84106867   2.06167018
  0.73057374   2.13179501
  0.94796974   1.76714587
  0.84106867   1.86532064
  0.84106867   1.66897110
  0.73057374   1.68299606
  0.73057374   1.90739554
  0.62236849   1.96349541
  0.62236849   1.70169602
  0.51601639   1.72787596
  0.73057374   2.35619449
  0.62236849   2.48709418
  0.62236849   2.22529480
  0.51601639   2.35619449
  0.51601639   2.67035376
  0.41113786   2.94524311
  0.41113786   2.55254403
  0.30739505   2.87979327
  0.51601639   2.04203522
  0.41113786   2.15984495
  0.41113786   1.76714587
  0.30739505   1.83259571
  0.30739505   2.35619449
  0.20448020   2.74889357
  0.20448020   1.96349541
  0.10210642   2.35619449
  1.48736624   3.92699082
  1.40334825   4.02516559
  1.40334825   3.82881605
  1.31811607   3.92699082
  1.31811607   4.12334036
  1.23095942   4.22151513
  1.23095942   4.02516559
  1.14102090   4.12334036
  1.31811607   3.73064128
  1.23095942   3.82881605
  1.23095942   3.63246651
  1.14102090   3.73064128
  1.14102090   3.92699082
  1.04719755   4.02516559
  1.04719755   3.82881605
  0.94796974   3.92699082
  1.14102090   4.31968990
  1.04719755   4.41786467
  1.04719755   4.22151513
  0.94796974   4.31968990
  0.94796974   4.51603944
  0.84106867   4.61421421
  0.84106867   4.41786467
  0.73057374   4.60018924
  0.94796974   4.12334036
  0.84106867   4.22151513
  0.84106867   4.02516559
  0.73057374   4.15139029
  0.73057374   4.37578977
  0.62236849   4.58148929
  0.62236849   4.31968990
  0.51601639   4.55530935
  1.14102090   3.53429174
  1.04719755   3.63246651
  1.04719755   3.43611696
  0.94796974   3.53429174
  0.94796974   3.73064128
  0.84106867   3.82881605
  0.84106867   3.63246651
  0.73057374   3.70259134
  0.94796974   3.33794219
  0.84106867   3.43611696
  0.84106867   3.23976742
  0.73057374   3.25379239
  0.73057374   3.47819187
  0.62236849   3.53429174
  0.62236849   3.27249235
  0.51601639   3.29867229
  0.73057374   3.92699082
  0.62236849   4.05789051
  0.62236849   3.79609112
  0.51601639   3.92699082
  0.51601639   4.24115008
  0.41113786   4.51603944
  0.41113786   4.12334036
  0.30739505   4.45058959
  0.51601639   3.61283155
  0.41113786   3.73064128
  0.41113786   3.33794219
  0.30739505   3.40339204
  0.30739505   3.92699082
  0.20448020   4.31968990
  0.20448020   3.53429174
  0.10210642   3.92699082
  1.48736624   5.49778714
  1.40334825   5.59596191
  1.40334825   5.39961237
  1.31811607   5.49778714
  1.31811607   5.69413668
  1.23095942   5.79231146
  1.23095942   5.59596191
  1.14102090   5.69413668
  1.31811607   5.30143760
  1.23095942   5.39961237
  1.23095942   5.20326283
  1.14102090   5.30143760
  1.14102090   5.49778714
  1.04719755   5.59596191
  1.04719755   5.39961237
  0.94796974   5.49778714
  1.14102090   5.89048623
  1.04719755   5.98866100
  1.04719755   5.79231146
  0.94796974   5.89048623
  0.94796974   6.08683577
  0.84106867   6.18501054
  0.84106867   5.98866100
  0.73057374   6.17098557
  0.94796974   5.69413668
  0.84106867   5.79231146
  0.84106867   5.59596191
  0.73057374   5.72218662
  0.73057374   5.94658609
  0.62236849   6.15228561
  0.62236849   5.89048623
  0.51601639   6.12610567
  1.14102090   5.10508806
  1.04719755   5.20326283
  1.04719755   5.00691329
  0.94796974   5.10508806
  0.94796974   5.30143760
  0.84106867   5.39961237
  0.84106867   5.20326283
  0.73057374   5.27338767
